#AdjRefG: Iteration 9 number of channels 1
# col 1: real part of sumprofile
# col 2: imag part of sumprofile
# col 3 - col 2*nchan+2: real, imag parts of profiles on different channels
   1.582518E+02    5.321478E+01   -4.583675E-01    1.191810E+01   1.582518E+02    5.321478E+01   -4.583675E-01    1.191810E+01 
   1.526821E+02    1.000139E+01    9.156526E-01    7.445891E+00   1.526821E+02    1.000139E+01    9.156526E-01    7.445891E+00 
   1.268960E+02   -2.833686E+01   -3.152992E+00    8.219609E+00   1.268960E+02   -2.833686E+01   -3.152992E+00    8.219609E+00 
   8.493536E+01   -5.689873E+01   -1.344730E+01    1.544989E+01   8.493536E+01   -5.689873E+01   -1.344730E+01    1.544989E+01 
   3.486452E+01   -7.217958E+01   -2.732492E+01    2.960055E+01   3.486452E+01   -7.217958E+01   -2.732492E+01    2.960055E+01 
  -1.337876E+01   -7.273182E+01   -3.917613E+01    4.993961E+01  -1.337876E+01   -7.273182E+01   -3.917613E+01    4.993961E+01 
  -5.065719E+01   -5.948479E+01   -4.209955E+01    7.431554E+01  -5.065719E+01   -5.948479E+01   -4.209955E+01    7.431554E+01 
  -7.102215E+01   -3.562198E+01   -3.031903E+01    9.929750E+01  -7.102215E+01   -3.562198E+01   -3.031903E+01    9.929750E+01 
  -7.309147E+01   -5.990116E+00   -1.546664E+00    1.207124E+02  -7.309147E+01   -5.990116E+00   -1.546664E+00    1.207124E+02 
  -6.001230E+01    2.388587E+01    4.155921E+01    1.344753E+02  -6.001230E+01    2.388587E+01    4.155921E+01    1.344753E+02 
  -3.805638E+01    4.900094E+01    9.144670E+01    1.374972E+02  -3.805638E+01    4.900094E+01    9.144670E+01    1.374972E+02 
  -1.433357E+01    6.601337E+01    1.373583E+02    1.284114E+02  -1.433357E+01    6.601337E+01    1.373583E+02    1.284114E+02 
   5.608018E+00    7.403485E+01    1.682227E+02    1.079074E+02   5.608018E+00    7.403485E+01    1.682227E+02    1.079074E+02 
   1.949399E+01    7.482141E+01    1.758829E+02    7.858604E+01   1.949399E+01    7.482141E+01    1.758829E+02    7.858604E+01 
   2.877749E+01    7.225971E+01    1.576387E+02    4.439384E+01   2.877749E+01    7.225971E+01    1.576387E+02    4.439384E+01 
   3.768741E+01    7.124335E+01    1.172705E+02    9.819481E+00   3.768741E+01    7.124335E+01    1.172705E+02    9.819481E+00 
   5.120310E+01    7.623285E+01    6.418824E+01   -2.092684E+01   5.120310E+01    7.623285E+01    6.418824E+01   -2.092684E+01 
   7.266546E+01    8.991985E+01    1.094749E+01   -4.456535E+01   7.266546E+01    8.991985E+01    1.094749E+01   -4.456535E+01 
   1.018811E+02    1.124127E+02   -3.011050E+01   -5.913860E+01   1.018811E+02    1.124127E+02   -3.011050E+01   -5.913860E+01 
   1.344344E+02    1.412141E+02   -5.007847E+01   -6.414963E+01   1.344344E+02    1.412141E+02   -5.007847E+01   -6.414963E+01 
   1.625281E+02    1.720087E+02   -4.562744E+01   -6.051037E+01   1.625281E+02    1.720087E+02   -4.562744E+01   -6.051037E+01 
   1.771528E+02    2.000065E+02   -1.951630E+01   -5.036309E+01   1.771528E+02    2.000065E+02   -1.951630E+01   -5.036309E+01 
   1.709096E+02    2.213946E+02    2.056193E+01   -3.679497E+01   1.709096E+02    2.213946E+02    2.056193E+01   -3.679497E+01 
   1.405528E+02    2.344073E+02    6.432674E+01   -2.342285E+01   1.405528E+02    2.344073E+02    6.432674E+01   -2.342285E+01 
   8.836887E+01    2.396622E+02    1.016734E+02   -1.382433E+01   8.836887E+01    2.396622E+02    1.016734E+02   -1.382433E+01 
