#AdjRefG: Iteration 9 number of channels 1
# col 1: real part of sumprofile
# col 2: imag part of sumprofile
# col 3 - col 2*nchan+2: real, imag parts of profiles on different channels
  -1.097791E+02   -2.229342E+02    1.009402E+02   -2.432028E+01  -1.097791E+02   -2.229342E+02    1.009402E+02   -2.432028E+01 
  -1.378689E+02   -2.048391E+02    1.408091E+02   -2.166349E+01  -1.378689E+02   -2.048391E+02    1.408091E+02   -2.166349E+01 
  -1.368703E+02   -1.797628E+02    1.747153E+02   -3.380690E+01  -1.368703E+02   -1.797628E+02    1.747153E+02   -3.380690E+01 
  -1.044428E+02   -1.560828E+02    1.954215E+02   -5.907778E+01  -1.044428E+02   -1.560828E+02    1.954215E+02   -5.907778E+01 
  -4.481678E+01   -1.410788E+02    1.978103E+02   -9.128429E+01  -4.481678E+01   -1.410788E+02    1.978103E+02   -9.128429E+01 
   3.185734E+01   -1.393115E+02    1.803224E+02   -1.214214E+02   3.185734E+01   -1.393115E+02    1.803224E+02   -1.214214E+02 
   1.116331E+02   -1.518187E+02    1.453367E+02   -1.402982E+02   1.116331E+02   -1.518187E+02    1.453367E+02   -1.402982E+02 
   1.798471E+02   -1.762468E+02    9.843468E+01   -1.412580E+02   1.798471E+02   -1.762468E+02    9.843468E+01   -1.412580E+02 
   2.243684E+02   -2.077749E+02    4.687733E+01   -1.221301E+02   2.243684E+02   -2.077749E+02    4.687733E+01   -1.221301E+02 
   2.381909E+02   -2.404965E+02   -2.136145E+00   -8.582072E+01   2.381909E+02   -2.404965E+02   -2.136145E+00   -8.582072E+01 
   2.207228E+02   -2.688572E+02   -4.286051E+01   -3.941363E+01   2.207228E+02   -2.688572E+02   -4.286051E+01   -3.941363E+01 
   1.774958E+02   -2.887918E+02   -7.169854E+01    7.863167E+00   1.774958E+02   -2.887918E+02   -7.169854E+01    7.863167E+00 
   1.184458E+02   -2.983373E+02   -8.717796E+01    4.710776E+01   1.184458E+02   -2.983373E+02   -8.717796E+01    4.710776E+01 
   5.529524E+01   -2.976650E+02   -8.948030E+01    7.188225E+01   5.529524E+01   -2.976650E+02   -8.948030E+01    7.188225E+01 
  -1.224273E+00   -2.886219E+02   -7.991257E+01    7.944168E+01  -1.224273E+00   -2.886219E+02   -7.991257E+01    7.944168E+01 
  -4.358042E+01   -2.739693E+02   -6.062754E+01    7.084499E+01  -4.358042E+01   -2.739693E+02   -6.062754E+01    7.084499E+01 
  -6.856985E+01   -2.565341E+02   -3.466321E+01    5.012491E+01  -6.856985E+01   -2.565341E+02   -3.466321E+01    5.012491E+01 
  -7.720841E+01   -2.384669E+02   -6.113155E+00    2.295382E+01  -7.720841E+01   -2.384669E+02   -6.113155E+00    2.295382E+01 
  -7.358535E+01   -2.207465E+02    1.990594E+01   -4.704449E+00  -7.358535E+01   -2.207465E+02    1.990594E+01   -4.704449E+00 
  -6.315030E+01   -2.030031E+02    3.777678E+01   -2.760572E+01  -6.315030E+01   -2.030031E+02    3.777678E+01   -2.760572E+01 
  -5.099467E+01   -1.836794E+02    4.245597E+01   -4.178822E+01  -5.099467E+01   -1.836794E+02    4.245597E+01   -4.178822E+01 
  -4.059776E+01   -1.604985E+02    3.086127E+01   -4.479188E+01  -4.059776E+01   -1.604985E+02    3.086127E+01   -4.479188E+01 
  -3.328579E+01   -1.311701E+02    3.098998E+00   -3.573539E+01  -3.328579E+01   -1.311701E+02    3.098998E+00   -3.573539E+01 
  -2.839127E+01   -9.421490E+01   -3.698627E+01   -1.540159E+01  -2.839127E+01   -9.421490E+01   -3.698627E+01   -1.540159E+01 
  -2.389689E+01   -4.974585E+01   -8.227748E+01    1.366758E+01  -2.389689E+01   -4.974585E+01   -8.227748E+01    1.366758E+01 
  -1.726398E+01   -2.914533E-03   -1.238594E+02    4.721451E+01  -1.726398E+01   -2.914533E-03   -1.238594E+02    4.721451E+01 
